Time,Velocity,Omega
1571250149.798586,0.300000,-1.323139
1571250149.871400,0.300000,-1.142177
1571250149.918630,0.300000,-0.424818
1571250149.973445,0.300000,-0.298684
1571250150.040954,0.300000,0.195629
1571250150.099740,0.300000,2.029902
1571250150.139420,0.300000,2.897752
1571250150.213946,0.300000,3.030400
1571250150.258710,0.300000,2.476906
1571250150.338890,0.300000,3.006001
1571250150.407029,0.300000,0.409030
1571250150.512500,0.300000,-0.017366
1571250150.567995,0.300000,-0.699687
1571250150.613694,0.300000,-1.225955
1571250150.690728,0.300000,-1.362815
1571250150.752274,0.300000,-1.747552
1571250150.845637,0.300000,1.430942
1571250150.899969,0.300000,-1.556077
1571250150.958982,0.300000,-1.278234
1571250151.005134,0.300000,-0.451487
1571250151.058389,0.300000,1.788254
1571250151.122351,0.300000,2.173665
1571250151.167864,0.300000,2.113236
1571250151.207290,0.300000,1.897832
1571250151.255740,0.300000,2.075791
1571250151.308984,0.300000,3.092663
1571250151.369264,0.300000,2.068125
1571250151.419725,0.300000,-1.020589
1571250151.511498,0.300000,-1.510692
1571250151.557972,0.300000,-1.932453
1571250151.599819,0.300000,-1.805458
1571250151.655258,0.300000,-1.174694
1571250151.698797,0.300000,-1.614387
1571250151.757228,0.300000,-1.603399
1571250151.800603,0.300000,-1.330618
1571250151.841201,0.300000,-1.852176
1571250151.900314,0.300000,2.589031
1571250151.948761,0.300000,-1.626215
1571250152.018047,0.300000,2.966560
1571250152.061193,0.300000,-0.618121
1571250152.113338,0.300000,-0.223195
1571250152.157683,0.300000,2.174980
1571250152.202914,0.300000,1.787897
1571250152.257072,0.300000,2.017267
1571250152.297921,0.300000,1.920475
1571250152.374433,0.300000,2.092289
1571250152.404933,0.300000,2.171766
1571250152.491554,0.300000,2.800629
1571250152.529660,0.300000,1.395930
1571250152.573318,0.300000,1.463823
1571250152.618912,0.300000,1.422455
1571250152.682512,0.300000,-1.287006
1571250152.722643,0.300000,-1.274231
1571250152.777826,0.300000,-1.751313
1571250152.820827,0.300000,0.820974
1571250152.873397,0.300000,-2.009730
1571250152.925183,0.300000,1.572276
1571250152.960935,0.300000,0.710397
1571250152.998486,0.300000,-0.195521
1571250153.059695,0.300000,0.270211
1571250153.114334,0.300000,0.908231
1571250153.163390,0.300000,0.460267
1571250153.219464,0.300000,-0.128940
1571250153.268052,0.300000,0.390691
1571250153.309589,0.300000,-0.156535
1571250153.384287,0.300000,-2.642184
1571250153.410558,0.300000,-2.257168
1571250153.478360,0.300000,-0.732709
1571250153.518786,0.300000,-0.467666
1571250153.567952,0.300000,-0.540039
1571250153.631639,0.300000,-1.009282
1571250153.677820,0.300000,-0.411978
1571250153.747808,0.300000,-2.476523
1571250153.790358,0.300000,-2.560914
1571250153.840093,0.300000,-2.753791
1571250153.892532,0.300000,-2.664605
1571250153.949596,0.300000,-2.701437
1571250154.008354,0.300000,-2.851780
1571250154.059409,0.300000,-2.567161
1571250154.115937,0.300000,-2.876568
1571250154.146675,0.300000,-2.289647
1571250154.209963,0.300000,-2.376406
1571250154.255500,0.300000,-2.154402
1571250154.307938,0.300000,-2.511583
1571250154.373937,0.300000,-1.177583
1571250154.424596,0.300000,-1.923235
1571250154.470012,0.300000,-0.995043
1571250154.532773,0.300000,0.300245
1571250154.577775,0.300000,0.790424
1571250154.635425,0.300000,-0.649181
1571250154.674265,0.300000,-0.506862
1571250154.716001,0.300000,0.133218
1571250154.761652,0.300000,-1.508509
1571250154.816953,0.300000,0.537472
1571250154.855707,0.300000,0.670316
1571250154.900750,0.300000,0.023128
1571250154.950430,0.300000,1.043280
1571250154.994682,0.300000,1.226575
1571250155.049927,0.300000,0.846674
1571250155.098034,0.300000,1.540963
1571250155.142475,0.300000,1.205048
1571250155.188236,0.300000,0.854050
1571250155.228470,0.300000,1.107985
1571250155.275908,0.300000,1.098495
1571250155.322092,0.300000,3.489064
1571250155.378051,0.300000,1.540985
1571250155.427364,0.300000,3.586623
1571250155.487968,0.300000,0.675590
1571250155.540890,0.300000,0.738837
1571250155.559676,0.300000,0.870951
1571250155.632252,0.300000,0.552521
1571250155.673346,0.300000,0.524805
1571250155.724596,0.300000,0.463657
1571250155.777747,0.300000,2.881944
1571250155.829120,0.300000,2.868250
1571250155.877933,0.300000,3.044111
1571250155.907478,0.300000,0.002334
1571250155.960140,0.300000,-0.068667
1571250156.008097,0.300000,0.338187
1571250156.070413,0.300000,2.590837
1571250156.116804,0.300000,1.867249
1571250156.162473,0.300000,1.558288
1571250156.205551,0.300000,2.105944
1571250156.257234,0.300000,1.648110
1571250156.315262,0.300000,2.927929
1571250156.374123,0.300000,-0.772607
1571250156.443064,0.300000,1.461843
1571250156.501619,0.300000,1.574843
1571250156.533362,0.300000,1.515226
1571250156.582801,0.300000,-1.537565
1571250156.663232,0.300000,2.359722
1571250156.708760,0.300000,0.662393
1571250156.741100,0.300000,-2.153867
1571250156.790070,0.300000,0.123260
1571250156.852711,0.300000,-1.984238
1571250156.905136,0.300000,-1.899495
1571250156.959162,0.300000,-2.011483
1571250157.007485,0.300000,-2.707215
1571250157.056910,0.300000,-2.452023
1571250157.101780,0.300000,-2.670395
1571250157.156916,0.300000,-2.734529
1571250157.215853,0.300000,-2.281371
1571250157.268112,0.300000,-2.224691
1571250157.334639,0.300000,-3.056540
1571250157.366358,0.300000,-2.226802
1571250157.417973,0.300000,1.256449
1571250157.502471,0.300000,-1.404416
1571250157.551645,0.300000,1.954119
1571250157.607719,0.300000,2.062821
1571250157.641251,0.300000,-0.306763
1571250157.681965,0.300000,-0.282147
1571250157.743312,0.300000,2.099966
1571250157.790075,0.300000,0.086533
1571250157.855078,0.300000,-0.082209
1571250157.895494,0.300000,1.848542
1571250157.957727,0.300000,1.985187
1571250157.997008,0.300000,-0.578951
1571250158.045187,0.300000,2.122575
1571250158.083722,0.300000,0.979022
1571250158.142806,0.300000,-0.823395
1571250158.184583,0.300000,0.641801
1571250158.243644,0.300000,1.400581
1571250158.294686,0.300000,-1.565086
1571250158.352090,0.300000,0.716073
1571250158.394709,0.300000,1.891375
1571250158.444281,0.300000,-1.790400
1571250158.513088,0.300000,-2.172892
1571250158.543196,0.300000,1.766022
1571250158.602472,0.300000,-2.035093
1571250158.648507,0.300000,-2.225118
1571250158.700582,0.300000,-1.594658
1571250158.751354,0.300000,1.170886
1571250158.801013,0.300000,-0.156184
1571250158.868934,0.300000,-2.149444
1571250158.908474,0.300000,-2.602262
1571250158.962924,0.300000,-2.286235
1571250159.019319,0.300000,0.116720
1571250159.063362,0.300000,-2.761135
1571250159.136022,0.300000,-2.394998
1571250159.192368,0.300000,-1.634791
1571250159.238317,0.300000,-0.592126
1571250159.302269,0.300000,-0.679249
1571250159.339478,0.300000,-1.021253
1571250159.402988,0.300000,-1.416655
1571250159.460992,0.300000,0.237836
1571250159.498045,0.300000,-0.747611
1571250159.537410,0.300000,-0.958662
1571250159.580160,0.300000,-1.665305
1571250159.626734,0.300000,0.336483
1571250159.671084,0.300000,-0.839277
1571250159.708131,0.300000,0.523262
1571250159.764787,0.300000,0.562687
1571250159.809146,0.300000,3.439126
1571250159.845374,0.300000,0.862544
1571250159.891718,0.300000,1.940625
1571250159.939143,0.300000,1.370487
1571250159.988287,0.300000,1.901253
1571250160.038021,0.300000,1.107985
1571250160.072782,0.300000,1.546618
1571250160.118249,0.300000,2.834612
1571250160.160984,0.300000,1.411216
1571250160.216240,0.300000,3.480737
1571250160.265688,0.300000,2.944638
1571250160.328531,0.300000,0.943319
1571250160.373588,0.300000,0.727039
1571250160.407973,0.300000,0.551629
1571250160.463305,0.300000,0.108766
1571250160.511121,0.300000,2.899265
1571250160.573063,0.300000,0.046190
1571250160.651129,0.300000,0.233688
1571250160.679645,0.300000,-0.387552
1571250160.729954,0.300000,1.972399
1571250160.773428,0.300000,-0.797391
1571250160.821782,0.300000,1.419107
1571250160.873254,0.300000,-0.892898
1571250160.931761,0.300000,-0.913569
1571250160.997186,0.300000,-1.810189
1571250161.033678,0.300000,-1.513414
1571250161.142315,0.300000,-1.304428
1571250161.198603,0.300000,-1.935298
1571250161.282592,0.300000,-2.737426
1571250161.304650,0.300000,-2.773474
1571250161.380048,0.300000,-3.119306
1571250161.408202,0.300000,-3.171072
1571250161.471582,0.300000,-2.901341
1571250161.509325,0.300000,-3.385093
1571250161.557562,0.300000,-3.507316
1571250161.603154,0.300000,-2.917219
1571250161.668499,0.300000,-2.755314
1571250161.710705,0.300000,-3.362375
1571250161.752994,0.300000,-3.513352
1571250161.807266,0.300000,1.319813
1571250161.862001,0.300000,1.842552
1571250161.894460,0.300000,-1.463782
1571250161.954247,0.300000,1.789725
1571250162.002838,0.300000,-1.972910
1571250162.059481,0.300000,-0.682967
1571250162.101991,0.300000,-0.757617
1571250162.142193,0.300000,2.196477
1571250162.186822,0.300000,2.570034
1571250162.243535,0.300000,-2.329648
1571250162.293100,0.300000,-1.176705
1571250162.350596,0.300000,-1.335027
1571250162.411838,0.300000,-1.036075
1571250162.491110,0.300000,-0.952984
1571250162.531630,0.300000,-1.979372
1571250162.584910,0.300000,-3.035558
1571250162.649845,0.300000,-1.586662
1571250162.697800,0.300000,-1.595015
1571250162.729535,0.300000,-0.105795
1571250162.772165,0.300000,2.447691
1571250162.811268,0.300000,-2.546639
1571250162.869915,0.300000,1.784255
1571250162.914808,0.300000,2.762472
1571250162.971359,0.300000,2.734855
1571250163.003982,0.300000,2.315939
1571250163.058483,0.300000,2.692302
1571250163.091235,0.300000,2.172009
1571250163.166105,0.300000,2.915062
1571250163.208266,0.300000,1.251906
1571250163.250233,0.300000,1.199719
1571250163.295988,0.300000,3.614987
1571250163.341315,0.300000,2.852487
1571250163.403773,0.300000,3.402976
1571250163.439032,0.300000,2.986192
1571250163.505135,0.300000,2.365799
1571250163.544747,0.300000,1.754122
1571250163.590177,0.300000,2.779740
1571250163.653541,0.300000,-0.232109
1571250163.700637,0.300000,-1.467303
1571250163.737147,0.300000,-1.165474
1571250163.798382,0.300000,-2.413727
1571250163.852452,0.300000,-3.744400
1571250163.903552,0.300000,-1.047027
1571250163.957488,0.300000,-2.650368
1571250164.013926,0.300000,-3.112818
1571250164.046571,0.300000,-2.209096
1571250164.091648,0.300000,-2.471670
1571250164.149734,0.300000,-2.113532
1571250164.193765,0.300000,-2.755900
1571250164.245415,0.300000,-1.447738
1571250164.292661,0.300000,-1.712532
1571250164.357902,0.300000,-2.174843
1571250164.392964,0.300000,1.116863
1571250164.459938,0.300000,-1.590831
1571250164.510740,0.300000,-2.563639
1571250164.557846,0.300000,-0.701926
1571250164.611721,0.300000,-0.774536
1571250164.653152,0.300000,0.992113
1571250164.687878,0.300000,1.836837
1571250164.729125,0.300000,-0.951107
1571250164.789308,0.300000,2.120144
1571250164.843325,0.300000,-1.822552
1571250164.874219,0.300000,-1.072369
1571250164.917995,0.300000,-1.022613
1571250164.971985,0.300000,1.701407
1571250165.017391,0.300000,-0.254365
1571250165.075838,0.300000,-1.935530
1571250165.129722,0.300000,-1.282465
1571250165.174735,0.300000,-1.343337
1571250165.217289,0.300000,-1.675879
1571250165.255366,0.300000,-1.030915
1571250165.330135,0.300000,-1.769575
1571250165.381235,0.300000,-1.727272
1571250165.438757,0.300000,-1.615933
1571250165.504097,0.300000,-2.689659
1571250165.554605,0.300000,-2.065755
1571250165.593373,0.300000,-1.899977
1571250165.646568,0.300000,-1.606952
1571250165.709241,0.300000,-1.757281
1571250165.750399,0.300000,-1.055085
1571250165.793176,0.300000,-1.944341
1571250165.842370,0.300000,-1.822392
1571250165.887013,0.300000,-1.729958
1571250165.951159,0.300000,-1.677378
1571250165.995691,0.300000,-1.674103
1571250166.046242,0.300000,-2.410188
1571250166.087487,0.300000,-1.608114
1571250166.121293,0.300000,-0.882911
1571250166.186924,0.300000,2.453209
1571250166.224145,0.300000,-2.475689
1571250166.254867,0.300000,2.641567
1571250166.326770,0.300000,2.787750
1571250166.389719,0.300000,3.331222
1571250166.432851,0.300000,0.126785
1571250166.482941,0.300000,0.585824
1571250166.542626,0.300000,0.309842
1571250166.574729,0.300000,-0.390314
1571250166.647612,0.300000,-2.255393
1571250166.685973,0.300000,-1.490199
1571250166.734346,0.300000,-1.525650
1571250166.796176,0.300000,-1.485310
1571250166.834754,0.300000,-2.020605
1571250166.903195,0.300000,-1.917960
1571250166.942368,0.300000,-2.097610
1571250167.004370,0.300000,-1.870060
1571250167.060276,0.300000,-2.126240
1571250167.135850,0.300000,-2.355880
1571250167.169437,0.300000,-2.095464
1571250167.215233,0.300000,-1.959047
1571250167.257272,0.300000,-2.300344
1571250167.312960,0.300000,-1.558768
1571250167.366434,0.300000,-1.401490
1571250167.408281,0.300000,-1.189606
1571250167.479778,0.300000,-0.994825
1571250167.532161,0.300000,-0.744946
1571250167.571459,0.300000,-1.125022
1571250167.644056,0.300000,-1.184974
1571250167.693633,0.300000,-2.119415
1571250167.741070,0.300000,-1.517776
1571250167.779268,0.300000,-0.944638
1571250167.828759,0.300000,-1.399313
1571250167.889507,0.300000,-1.335564
1571250167.938389,0.300000,-1.473270
1571250167.976284,0.300000,-1.615554
1571250168.027997,0.300000,-1.289981
1571250168.083223,0.300000,-1.658525
1571250168.141603,0.300000,-1.314035
1571250168.196685,0.300000,-1.371894
1571250168.244662,0.300000,-0.832849
1571250168.281413,0.300000,-1.630306
1571250168.333845,0.300000,-2.134256
1571250168.384267,0.300000,-1.739931
1571250168.438019,0.300000,-1.774842
1571250168.509211,0.300000,-1.961694
1571250168.557461,0.300000,-2.211944
1571250168.597394,0.300000,-1.630644
1571250168.653485,0.300000,-2.404823
1571250168.711729,0.300000,-1.495258
1571250168.754870,0.300000,-2.228900
1571250168.810386,0.300000,-1.863993
1571250168.855554,0.300000,-1.929757
1571250168.914756,0.300000,-2.038413
1571250168.951540,0.300000,-2.129593
1571250168.995342,0.300000,-1.390021
1571250169.047900,0.300000,-1.810515
1571250169.094112,0.300000,-2.817260
1571250169.151328,0.300000,2.400779
1571250169.201755,0.300000,-2.089184
1571250169.245933,0.300000,-1.397420
1571250169.293878,0.300000,-1.725597
1571250169.354196,0.300000,-2.465747
1571250169.406278,0.300000,-1.813674
1571250169.455190,0.300000,-2.199386
1571250169.498680,0.300000,-2.858185
1571250169.569268,0.300000,-1.905964
1571250169.628225,0.300000,-2.726331
1571250169.696954,0.300000,-2.450075
1571250169.724067,0.300000,-2.518293
1571250169.762752,0.300000,2.033426
1571250169.809013,0.300000,-2.175278
1571250169.867562,0.300000,-1.817207
1571250169.925011,0.300000,-1.115567
1571250169.969872,0.300000,1.425161
1571250170.016224,0.300000,1.225979
1571250170.055571,0.300000,2.469573
1571250170.104329,0.300000,0.757071
1571250170.145231,0.300000,0.911310
1571250170.181951,0.300000,-1.600799
1571250170.231973,0.300000,-1.935020
1571250170.278361,0.300000,1.887681
1571250170.335690,0.300000,1.102094
1571250170.380908,0.300000,0.834409
1571250170.435512,0.300000,-2.861355
1571250170.504029,0.300000,-1.631248
1571250170.545403,0.300000,-1.851504
1571250170.630790,0.300000,-2.610776
1571250170.649254,0.300000,-1.475407
1571250170.703241,0.300000,-2.600336
1571250170.748679,0.300000,-3.102697
1571250170.799087,0.300000,-3.004382
1571250170.852191,0.300000,-3.533673
1571250170.898858,0.300000,-3.389855
1571250170.945250,0.300000,3.179288
1571250170.990651,0.300000,4.512618
1571250171.032518,0.300000,2.977063
1571250171.074713,0.300000,1.280923
1571250171.137354,0.300000,1.978670
1571250171.176731,0.300000,2.434954
1571250171.255466,0.300000,4.119819
1571250171.310257,0.300000,2.157631
1571250171.345949,0.300000,2.546037
1571250171.445052,0.300000,2.751149
1571250171.489756,0.300000,3.639975
1571250171.565211,0.300000,3.280293
1571250171.650843,0.300000,3.088918
1571250171.724986,0.300000,2.308991
1571250171.801508,0.300000,2.883696
1571250171.854159,0.300000,2.937418
1571250171.910318,0.300000,0.790398
1571250171.950974,0.300000,2.840410
1571250172.003374,0.300000,1.624447
1571250172.084437,0.300000,-0.906949
1571250172.153986,0.300000,-0.684788
1571250172.200513,0.300000,-1.362397
1571250172.266751,0.300000,-1.795810
1571250172.344423,0.300000,-2.977310
1571250172.385262,0.300000,-2.720320
1571250172.457960,0.300000,-2.869242
1571250172.537106,0.300000,-2.542584
1571250172.594432,0.300000,-2.376678
1571250172.704461,0.300000,-2.596486
1571250172.744086,0.300000,-3.081613
1571250172.780444,0.300000,-3.023075
1571250172.817418,0.300000,-2.078546
1571250172.936389,0.300000,-2.008139
1571250172.964098,0.300000,-2.929641
1571250173.001870,0.300000,-2.405729
1571250173.055399,0.300000,-2.641506
1571250173.116897,0.300000,-1.767215
1571250173.162713,0.300000,-4.302238
1571250173.215488,0.300000,-4.087602
1571250173.280721,0.300000,-2.987401
1571250173.333789,0.300000,-3.486024
1571250173.366544,0.300000,-3.265541
1571250173.441287,0.300000,-3.997619
1571250173.509012,0.300000,-4.864637
1571250173.544063,0.300000,-4.720025
1571250173.590668,0.300000,-5.233642
1571250173.627350,0.300000,-5.148583
1571250173.705239,0.300000,-5.265910
1571250173.731676,0.300000,-5.304504
1571250173.789347,0.300000,-5.249491
1571250173.844577,0.300000,-5.332168
1571250173.885481,0.300000,-5.315182
1571250173.931894,0.300000,-5.337324
1571250173.988062,0.300000,-5.303031
1571250174.036790,0.300000,-5.283913
1571250174.080453,0.300000,-5.139947
1571250174.131141,0.300000,-5.301374
1571250174.176978,0.300000,-4.816133
1571250174.217574,0.300000,-4.975630
1571250174.263476,0.300000,-5.014225
1571250174.319050,0.300000,-4.760099
1571250174.373004,0.300000,-4.555155
1571250174.457684,0.300000,-4.517834
1571250174.481587,0.300000,-3.689323
1571250174.524579,0.300000,-4.694733
1571250174.567062,0.300000,-3.391682
1571250174.634095,0.300000,-3.566413
1571250174.658742,0.300000,0.244715
1571250174.704849,0.300000,-3.505525
1571250174.771720,0.300000,-3.172772
1571250174.808868,0.300000,-2.474960
1571250174.858637,0.300000,1.578738
1571250174.907940,0.300000,2.121493
1571250174.944236,0.300000,3.568547
1571250174.982462,0.300000,2.967401
1571250175.017679,0.300000,2.587954
1571250175.062264,0.300000,1.823041
1571250175.113596,0.300000,3.503548
1571250175.169430,0.300000,3.832468
1571250175.233061,0.300000,2.488906
1571250175.259563,0.300000,3.807325
1571250175.298759,0.300000,3.365028
1571250175.345017,0.300000,3.906459
1571250175.399120,0.300000,3.021097
1571250175.458995,0.300000,3.826125
1571250175.502575,0.300000,3.459865
1571250175.546738,0.300000,1.988713
1571250175.607772,0.300000,3.513985
1571250175.665539,0.300000,4.577607
1571250175.704396,0.300000,4.172526
1571250175.754876,0.300000,3.935005
1571250175.814984,0.300000,2.001897
1571250175.849584,0.300000,2.671948
1571250175.908613,0.300000,3.769286
1571250175.966462,0.300000,3.106499
1571250176.052985,0.300000,3.335405
1571250176.098051,0.300000,3.972904
1571250176.108282,0.300000,3.103567
1571250176.149451,0.300000,2.788297
1571250176.199500,0.300000,2.894584
1571250176.258232,0.300000,-0.422507
1571250176.315596,0.300000,-2.208158
1571250176.365026,0.300000,-2.895658
1571250176.416087,0.300000,-2.305062
1571250176.470441,0.300000,-2.767315
1571250176.547281,0.300000,-2.204407
1571250176.584058,0.300000,-2.419217
1571250176.650045,0.300000,-3.111414
1571250176.685545,0.300000,-2.644395
1571250176.737054,0.300000,-2.214192
1571250176.796808,0.300000,-2.526204
1571250176.848281,0.300000,-1.055707
1571250176.897869,0.300000,-0.966260
1571250176.940907,0.300000,-1.609668
1571250177.031800,0.300000,2.378951
1571250177.077616,0.300000,2.244054
1571250177.107373,0.300000,0.574360
1571250177.158968,0.300000,1.796961
1571250177.207809,0.300000,0.224066
1571250177.244770,0.300000,0.077607
1571250177.313264,0.300000,-0.222764
1571250177.396804,0.300000,-0.609999
1571250177.451962,0.300000,-1.397074
1571250177.493782,0.300000,-0.136956
1571250177.562515,0.300000,-1.278907
1571250177.636475,0.300000,-1.584907
1571250177.674399,0.300000,-1.326355
1571250177.714795,0.300000,-1.432539
1571250177.752360,0.300000,-2.034296
1571250177.812317,0.300000,-1.766842
1571250177.865767,0.300000,-2.141731
1571250177.932715,0.300000,-1.806900
1571250177.995124,0.300000,-1.855701
1571250178.049109,0.300000,-3.111935
1571250178.098121,0.300000,-1.758179
1571250178.148294,0.300000,-2.064627
1571250178.206146,0.300000,-1.351836
1571250178.249849,0.300000,-1.794965
1571250178.334070,0.300000,-1.102578
1571250178.385768,0.300000,-2.248672
1571250178.416777,0.300000,0.761478
1571250178.479247,0.300000,1.479487
1571250178.518913,0.300000,-1.516484
1571250178.587595,0.300000,-1.516726
1571250178.643416,0.300000,-0.793323
1571250178.695601,0.300000,-1.217692
1571250178.751207,0.300000,-0.876546
1571250178.798567,0.300000,-1.192117
1571250178.849409,0.300000,-1.064464
1571250178.899427,0.300000,-1.430859
1571250178.962686,0.300000,-1.382399
1571250179.011570,0.300000,-1.822921
1571250179.070101,0.300000,-1.428007
1571250179.113778,0.300000,-1.664775
1571250179.172446,0.300000,-1.432262
1571250179.232179,0.300000,0.654484
1571250179.289921,0.300000,-2.019776
1571250179.334649,0.300000,0.866612
1571250179.400429,0.300000,-1.291091
1571250179.440011,0.300000,0.952762
1571250179.506350,0.300000,0.828990
1571250179.551201,0.300000,-1.137255
1571250179.586332,0.300000,-1.238887
1571250179.648720,0.300000,-1.519105
1571250179.700380,0.300000,-1.787704
1571250179.749421,0.300000,-2.966007
1571250179.809717,0.300000,-3.117741
1571250179.844529,0.300000,-2.707154
1571250179.896116,0.300000,-3.239804
1571250179.950751,0.300000,-2.442226
1571250179.996818,0.300000,-2.382048
1571250180.033723,0.300000,-3.401163
1571250180.090165,0.300000,-2.344585
1571250180.128025,0.300000,-2.340162
1571250180.197695,0.300000,-2.259777
1571250180.243489,0.300000,-2.722349
1571250180.286572,0.300000,0.617791
1571250180.329476,0.300000,0.715308
1571250180.372411,0.300000,-1.035026
1571250180.427895,0.300000,-1.355761
1571250180.544432,0.300000,1.608931
1571250180.582410,0.300000,-2.114087
1571250180.679611,0.300000,-2.086851
1571250180.708668,0.300000,-1.613099
1571250180.809562,0.300000,-1.624251
1571250180.875397,0.300000,2.357735
1571250180.927516,0.300000,2.168596
1571250180.976681,0.300000,1.704074
1571250181.042110,0.300000,-0.573704
1571250181.092817,0.300000,-1.275848
1571250181.154173,0.300000,-1.117299
1571250181.241525,0.300000,2.366515
1571250181.301446,0.300000,1.889321
1571250181.358395,0.300000,-1.359503
1571250181.395673,0.300000,-1.660846
1571250181.431182,0.300000,-1.852302
1571250181.520511,0.300000,-2.754438
1571250181.567706,0.300000,-2.990582
1571250181.647516,0.300000,-2.636076
1571250181.693148,0.300000,-2.864569
1571250181.715691,0.300000,-3.610214
1571250181.761632,0.300000,-3.077173
1571250181.829772,0.300000,-2.662433
1571250181.881237,0.300000,0.662239
1571250181.924046,0.300000,-2.878195
1571250181.999337,0.300000,1.345885
1571250182.058483,0.300000,-1.547449
1571250182.129883,0.300000,-1.629067
1571250182.190607,0.300000,-1.117738
1571250182.265941,0.300000,-1.450221
1571250182.318762,0.300000,1.452678
1571250182.398445,0.300000,1.735676
1571250182.473549,0.300000,3.323106
1571250182.497948,0.300000,2.614524
1571250182.543078,0.300000,3.040401
1571250182.630904,0.300000,3.904699
1571250182.666102,0.300000,4.037544
1571250182.695231,0.300000,4.105158
1571250182.739837,0.300000,4.352781
1571250182.784637,0.300000,4.501630
1571250182.831928,0.300000,4.244533
1571250182.876159,0.300000,3.376038
1571250182.932348,0.300000,3.656620
1571250182.972726,0.300000,4.171900
1571250183.018395,0.300000,2.916882
1571250183.070691,0.300000,3.520852
1571250183.131191,0.300000,2.818976
1571250183.181550,0.300000,3.198225
1571250183.218697,0.300000,2.943253
1571250183.266777,0.300000,2.268802
1571250183.319111,0.300000,0.166832
1571250183.363915,0.300000,-0.240538
1571250183.396789,0.300000,-1.130321
1571250183.455558,0.300000,-0.541153
1571250183.517009,0.300000,-0.319628
1571250183.568477,0.300000,-0.902320
1571250183.640791,0.300000,1.437952
1571250183.693492,0.300000,0.716788
1571250183.738686,0.300000,2.117028
1571250183.802882,0.300000,2.278614
1571250183.852469,0.300000,2.654025
1571250183.896876,0.300000,2.024623
1571250183.961543,0.300000,-1.239891
1571250184.015668,0.300000,-1.280033
1571250184.064019,0.300000,-2.398079
1571250184.134004,0.300000,-1.276387
1571250184.195283,0.300000,-1.549664
1571250184.234235,0.300000,-3.108030
1571250184.284258,0.300000,-2.677228
1571250184.378848,0.300000,-1.587624
1571250184.436916,0.300000,-1.511022
1571250184.511839,0.300000,-1.023579
1571250184.561779,0.300000,1.084919
1571250184.668454,0.300000,-2.246256
1571250184.701279,0.300000,-0.626066
1571250184.748404,0.300000,0.393700
1571250184.808126,0.300000,-2.396473
1571250184.857768,0.300000,-1.499298
1571250184.904489,0.300000,-2.275263
1571250184.947801,0.300000,1.419115
1571250185.018358,0.300000,-1.821931
1571250185.086783,0.300000,-2.162914
1571250185.137983,0.300000,-2.191989
1571250185.214362,0.300000,-1.650678
1571250185.272160,0.300000,-2.745068
1571250185.314564,0.300000,-3.229952
1571250185.388503,0.300000,-3.913903
1571250185.463377,0.300000,-2.998818
1571250185.528889,0.300000,-3.248583
1571250185.634026,0.300000,-3.551697
1571250185.680075,0.300000,-3.698005
1571250185.746967,0.300000,-2.943833
1571250185.802722,0.300000,-2.996161
1571250185.859347,0.300000,-2.912434
1571250185.904786,0.300000,-2.947048
1571250185.969090,0.300000,-1.199922
1571250186.017037,0.300000,-2.315204
1571250186.058618,0.300000,-2.133731
1571250186.103365,0.300000,1.558711
1571250186.167781,0.300000,-0.173701
1571250186.216408,0.300000,2.259855
1571250186.251907,0.300000,2.611614
1571250186.302786,0.300000,-0.404742
1571250186.363249,0.300000,1.568794
1571250186.419397,0.300000,-1.628396
1571250186.470168,0.300000,-0.885558
1571250186.556915,0.300000,2.398697
1571250186.603104,0.300000,-0.895862
1571250186.670779,0.300000,-2.600310
1571250186.726206,0.300000,-2.907575
1571250186.769041,0.300000,-2.569324
1571250186.827863,0.300000,0.966635
1571250186.866969,0.300000,1.251861
1571250186.919357,0.300000,1.325653
1571250186.970060,0.300000,1.119926
1571250187.024359,0.300000,-3.278645
1571250187.084539,0.300000,-2.958830
1571250187.146192,0.300000,-3.846425
1571250187.196897,0.300000,-3.199320
1571250187.231817,0.300000,-3.764851
1571250187.291828,0.000000,-1.000000
1571250187.292487,0.300000,-3.764851
1571250187.373089,0.000000,-1.000000
1571250187.373718,0.300000,-3.764851
1571250187.465988,0.000000,-1.000000
1571250187.466737,0.300000,-3.764851
1571250187.512469,0.000000,-1.000000
1571250187.513660,0.300000,-3.764851
1571250187.624279,0.000000,-1.000000
1571250187.624879,0.300000,-3.764851
1571250187.660884,0.000000,-1.000000
1571250187.661483,0.300000,-3.764851
1571250187.721179,0.000000,-1.000000
1571250187.721997,0.300000,-3.764851
1571250187.777188,0.300000,-5.198829
1571250187.849072,0.300000,-5.274949
1571250187.900610,0.300000,-5.293664
1571250187.965564,0.300000,-5.210198
1571250188.023744,0.300000,-5.256835
1571250188.050649,0.300000,-5.179532
1571250188.090440,0.300000,-5.205873
1571250188.135907,0.300000,-5.128431
1571250188.193354,0.300000,-5.102470
1571250188.264602,0.300000,-5.094700
1571250188.333969,0.300000,-4.949978
1571250188.369420,0.300000,-5.023736
1571250188.528587,0.300000,-4.682998
1571250188.688623,0.300000,-4.494193
1571250188.721467,0.300000,-4.753027
1571250188.787791,0.300000,-4.218122
1571250188.814156,0.300000,-4.242557
1571250188.848431,0.300000,-3.532682
1571250188.894628,0.300000,-3.137997
1571250188.941931,0.300000,-1.408177
1571250189.003355,0.300000,0.608052
1571250189.073722,0.300000,0.724324
1571250189.131126,0.300000,-2.950198
